4K,#genre#
安徽,http://123.160.30.16:6610/PLTV1/1100/index.m3u8?IASHttpSessionId=RR15300320260122143353803993&ispcode=6
新疆,http://123.160.30.21:6610/PLTV1/1620/index.m3u8?IASHttpSessionId=RR15297220260122143511799849&ispcode=6
四川,http://123.160.30.25:6610/PLTV1/1260/index.m3u8?IASHttpSessionId=RR15297220260122143544799864&ispcode=6
北京,https://live-pc.xuexi.cn/merged/bjtv_merge_qhd.m3u8?auth_key=1769091391-0-17690925918366407-c2ce85d5f8e12b9cffd9f0f3775a5ee0&yid=17690925918366407
内蒙蒙语,https://livestream-bt.nmtv.cn/nmtv/2315general.m3u8?txSecret=4971666599ef9411629213c9a300bf66&txTime=771EF880&token=0e0240bfc1204c6e95044d8a64fc0bee
东南,http://123.160.30.21:6610/PLTV1/1400/index.m3u8?IASHttpSessionId=RR15301420260122143737806487&ispcode=6
东方,http://123.160.30.20:6610/PLTV1/980/index.m3u8?IASHttpSessionId=RR15301420260122143805806493&ispcode=6
甘肃,http://123.160.30.29:6610/PLTV1/1500/index.m3u8?IASHttpSessionId=RR15301420260122143830806500&ispcode=6
贵州,http://123.160.30.16:6610/PLTV1/1160/index.m3u8?IASHttpSessionId=RR15301420260122143911806519&ispcode=6
河北,http://123.160.30.29:6610/PLTV1/1180/index.m3u8?IASHttpSessionId=RR15301420260122143936806532&ispcode=6
黑龙江,http://123.160.30.28:6610/PLTV1/1060/index.m3u8?IASHttpSessionId=RR15301420260122144011806547&ispcode=6
湖北,http://123.160.30.29:6610/PLTV1/1280/index.m3u8?IASHttpSessionId=RR15301420260122144048806567&ispcode=6
吉林,http://123.160.30.25:6610/PLTV1/1360/index.m3u8?IASHttpSessionId=RR15301420260122144116806579&ispcode=6
江西,http://123.160.30.28:6610/PLTV1/1200/index.m3u8?IASHttpSessionId=RR15301420260122144141806591&ispcode=6
海南,http://123.160.30.28:6610/PLTV1/1480/index.m3u8?IASHttpSessionId=RR15301420260122144215806604&ispcode=6
内蒙古,http://123.160.30.29:6610/PLTV1/1420/index.m3u8?IASHttpSessionId=RR15301420260122144243806615&ispcode=6
宁夏,http://123.160.30.13:6610/PLTV1/1380/index.m3u8?IASHttpSessionId=RR15301420260122144322806631&ispcode=6
青海,http://123.160.30.20:6610/PLTV1/1520/index.m3u8?IASHttpSessionId=RR15301420260122144400806649&ispcode=6
陕西,http://123.160.30.17:6610/PLTV1/1140/index.m3u8?IASHttpSessionId=RR15301420260122144423806656&ispcode=6
山西,http://123.160.30.28:6610/PLTV1/1460/index.m3u8?IASHttpSessionId=RR15301420260122144449806664&ispcode=6
天津,http://123.160.30.24:6610/PLTV1/1300/index.m3u8?IASHttpSessionId=RR15301420260122144518806672&ispcode=6
西藏,http://123.160.30.29:6610/PLTV1/1640/index.m3u8?IASHttpSessionId=RR15301420260122144554806687&ispcode=6
西藏藏语,https://tv.vtibet.cn/live/r31M7Qa5hm7wrP.m3u8?secret=3761a1bf1a9944bac690c3623855b3e6&time=6972383b
厦门,http://110.80.17.38:9999/tsfile/live/0128_1.m3u8
云南,http://123.160.30.29:6610/PLTV1/1320/index.m3u8?IASHttpSessionId=RR15296220260122144751903891&ispcode=6
重庆,http://123.160.30.13:6610/PLTV1/1340/index.m3u8?IASHttpSessionId=RR15296220260122144830903903&ispcode=6
兵团,https://live-pc.xuexi.cn/merged/bttv_merge_cqhd.m3u8?auth_key=1769092133-0-17690933342055524-46274080b3b7a6c8a24862a0db3014a0&yid=17690933342055524
广西,http://123.160.30.28:6610/PLTV1/1440/index.m3u8?IASHttpSessionId=RR15296120260122144935807733&ispcode=6
延边,https://srs.iyb983.cn/video/CYS/index.m3u8
广东,http://123.160.30.25:6610/PLTV1/1040/index.m3u8?IASHttpSessionId=RR15302220260122145121842360&ispcode=6
深圳,http://123.160.30.13:6610/PLTV1/1240/index.m3u8?IASHttpSessionId=RR15302220260122145155842377&ispcode=6
港澳台,#genre#
翡翠台,https://o11.163189.xyz/stream/tvb/fct/
翡翠台4K,https://www.wmviv.com/iptv/bc2t.php?id=fct4k
明珠台1080p,https://o11.163189.xyz/stream/tvb/mzt/
TVB1,https://6.cdn.loc.cc/163189.php?id=tvb1
TVBJ1 1080p,http://php.jdshipin.com/TVOD/iptv.php?id=j1
TVB plus 1080p,https://o11.163189.xyz/stream/tvb/tvbp/
TVB星河,http://rihou.cc:555/tv/[PL]无线星河
TVB千禧经典,https://o11.163189.xyz/stream/live/tvbc/
TVB娱乐新闻台720p,http://rihou.cc:555/tv/[PL]无线娱乐
ViuTV,https://cdn.163189.xyz/163189/viu
RHK31,http://php.jdshipin.com/TVOD/iptv.php?id=rthk31
RHK31,http://rihou.cc:555/tv/[PL]RTHK-31
RHK32,http://cdn.163189.xyz/163189/rthk32
RHK32,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk32
DW,http://hls.168.us.kg/u/76/master.m3u8
HOY77,http://hls.168.us.kg/u/77/master.m3u8
HOY77,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv
HOY78 1080p,http://hls.168.us.kg/u/78/master.m3u8
无线新闻台,http://rihou.cc:555/tv/[Mt]无线新闻
无线新闻台,https://cdn6.101.qzz.io/163189/wxxw
凤凰中文,http://bxtv.3a.ink/api.php?id=fhzw
凤凰资讯,http://rihou.cc:555/tv/[PL]凤凰资讯
凤凰资讯,http://r.jdshipin.com/0Rp07
凤凰香港台,http://rihou.cc:555/tv/[PL]凤凰香港
Now新闻台,http://rihou.cc:555/tv/[Mt]Now新闻
Now新闻台,https://cdn.163189.xyz/163189/now
Now财经,http://hls.168.us.kg/u/333/master.m3u8
Now财经,http://rihou.cc:555/tv/[Mt]Now财经
Now直播,http://rihou.cc:555/tv/[Mt]Now直播
Now体育,http://rihou.cc:555/tv/[Mt]Now体育
镜新聞,http://rihou.cc:555/tv/[Hk]闽镜新闻
台视新闻,http://74.91.26.218:82/live/ttvnews.m3u8
台视财经,http://74.91.26.218:82/live/ttvcj.m3u8
東森新聞台,http://free.cnlive.club/channel/n88aa83/index.m3u8?q=1760217407316
東森新聞台,http://free.cnlive.club/channel/n88aa83.m3u8?q=111.170.171.148
民視新聞台1080p,http://74.91.26.218:82/live/ftvnews.m3u8
寰宇新聞台,http://free.cnlive.club/channel/n43c34be8.m3u8?q=111.170.171.148
华视HD,http://74.91.26.218:82/live/cts.m3u8
华视教育体育文化,http://74.91.26.218:82/live/ctsjy.m3u8
中視,http://74.91.26.218:82/live/ctv.m3u8
中视经典,http://74.91.26.218:82/live/ctvjd.m3u8
中视菁采,http://74.91.26.218:82/live/ctvjc.m3u8
公視,http://74.91.26.218:82/live/pts.m3u8
公视台语台,http://74.91.26.218:82/live/ptsty.m3u8
台視,http://74.91.26.218:82/live/ttv.m3u8
台视综合,http://74.91.26.218:82/live/ttvzh.m3u8
民视1080p,http://74.91.26.218:82/live/ftv.m3u8
民视台湾台,http://74.91.26.218:82/live/ftvtw.m3u8
民視第一台,http://74.91.26.218:82/live/ftvdy.m3u8
八大綜藝台,http://165.154.226.214:50007/li-4gtv-4gtv039/index.m3u8?proxy=true
八大精彩台,http://165.154.226.214:50007/li-4gtv-4gtv034/index.m3u8?proxy=true
緯來精彩,https://stream1.freetv.fun/409fbf8e0ec33500b4d76956cca00af9fddacac6dd2f8822f464b089fb583a6b.m3u8
龙华经典,http://rihou.cc:555/tv/[Pd]龙华经典
龙华偶像,http://rihou.cc:555/tv/[Pd]龙华偶像
龙华日韩,http://rihou.cc:555/tv/[Pd]龙华日韩
龙华日韩,https://t.freetv.fun/live/long-hua-ri-han.m3u8
龙华戏剧,http://rihou.cc:555/tv/[Pd]龙华戏剧
龙华戏剧,https://cdn8.163189.xyz/163189/lhxj
亚洲卫视,https://p2hs.vzan.com/slowlive/821481626725612419/live.m3u8
环球电视台,http://utv1.hqtvzb.com:9999/hls/world.m3u8
澳视澳门,http://r.jdshipin.com/n2YZI
澳视Macau,http://r.jdshipin.com/QFhCq
星空卫视576P,http://iot-mqqt.111yao.cn:8080/live/diyp_xingkong.m3u8
Now星影台(粤),http://74.91.26.218:82/live/nowxy.m3u8
CHC动作电影,http://38.75.136.137:98/gslb/dsdqpub/chcdz.m3u8?auth=testpub
CHC家庭电影,http://27.41.245.32:801/hls/905/index.m3u8
CHC家庭电影,http://38.75.136.137:98/gslb/dsdqpub/chcjt.m3u8?auth=testpub
凤凰电影,http://iot-mqqt.111yao.cn:8080/live/diyp_fhdy.m3u8
龙华电影1080p,https://cdn8.163189.xyz/163189/lhdy
自改,#genre#
CH8,http://cdn6.163189.xyz/163189/ch8
CH5,http://cdn6.163189.xyz/163189/ch5
CHU,http://cdn6.163189.xyz/163189/chu
Hi-Yah,https://a28dc5e3f24c4a8da3a67c68be729c2c.mediatailor.us-west-2.amazonaws.com/v1/master/ba62fe743df0fe93366eba3a257d792884136c7f/LINEAR-59-HIYAH-PLEX/mt/plex/59/hls/master/playlist.m3u8
Mediacorp华语,https://d35j504z0x2vu2.cloudfront.net/v1/master/0bc8e8376bd8417a1b6761138aa41c26c7309312/mediacorp-entertainment-chinese/manifest.m3u8
Mediacorp英语,https://d35j504z0x2vu2.cloudfront.net/v1/master/0bc8e8376bd8417a1b6761138aa41c26c7309312/mediacorp-entertainment-english/manifest.m3u8
Mediacorp谈语,https://d35j504z0x2vu2.cloudfront.net/v1/master/0bc8e8376bd8417a1b6761138aa41c26c7309312/mediacorp-entertainment-tamil/manifest.m3u8
爱奇艺,http://iptv.4666888.xyz/iptv2A.php?id=21#ttps://o11.163189.xyz/stream/live/iqiyi/
Astro football,http://iptv.4666888.xyz/iptv2A.php?id=4
Astro AEC,https://o11.163189.xyz/stream/live/aec/
Astro AOD,https://o11.163189.xyz/stream/live/aod/
Astro QJ,https://o11.163189.xyz/stream/live/qj/
环球电视,http://utv1.hqtvzb.com:9999/hls/world.m3u8
凤凰电影,http://iot-mqqt.111yao.cn:8080/live/diyp_fhdy.m3u8#http://39.107.120.164:8080/live/diyp_fhdy.m3u8
星空卫视,http://iot-mqqt.111yao.cn:8080/live/diyp_xingkong.m3u8
Now星影台(粤),http://74.91.26.218:82/live/nowxy.m3u8
NoW爆谷台,http://74.91.26.218:82/live/nowbg.m3u8
Now新闻台,http://cdn.163189.xyz/163189/now
PopC电影,http://rihou.cc:555/tv/[Bx]pₒₚc电影
好莱坞电影1080p,http://free.cnlive.club/channel/n2db95de5.m3u8?q=111.170.171.148
美亚电影台,http://iptv.4666888.xyz/iptv2A.php?id=30#http://74.91.26.218:82/live/mydy.m3u8#http://rihou.cc:555/tv/[PL]美亚电影
天映频道,http://php.jdshipin.com/smt.php?id=Celestial#http://php.jdshipin.com:8880/smt.php?id=Celestial#https://smt.1678520.xyz/smt3.2.1.php?id=Celestial#https://cdn9.163189.xyz/smt1.1.php?id=Celestial#http://74.91.26.218:82/live/typd.m3u8#https://o11.163189.xyz/stream/live/typd/
天映经典,http://74.91.26.218:82/live/tyjd.m3u8#https://o11.163189.xyz/stream/live/ccm/
龙华电影1080p,https://live.catvod.com/iptv.php?id=lhdy01#http://iptv.4666888.xyz/iptv2A.php?id=45#https://cdn8.163189.xyz/163189/lhdy#http://cdn8.veryfast.filegear-sg.me/163189/lhdy
龙华洋片,https://live.catvod.com/iptv.php?id=lhyp01#http://156.238.248.80/2099.php?id=117
緯來電影,http://free.cnlive.club/channel/581b458b.m3u8?q=111.170.171.148
Disney Channel,https://dhoomtv.xyz:443/live/8zpo3GsVY7/beneficial2concern/19741.ts
娱乐新闻台,http://iptv.4666888.xyz/iptv2A.php?id=36
无线星河,https://cdn6.101.qzz.io/163189/tvbxh#https://o11.163189.xyz/stream/live/tvbxh/
TVB明珠,https://mytv.cdn.loc.cc/o12.php?id=mzt
TVB Plus,https://o11.163189.xyz/stream/tvb/tvbp/
爱奇艺,http://iptv.4666888.xyz/iptv2A.php?id=21
千禧經典,http://iptv.4666888.xyz/iptv2A.php?id=22
RHK31,http://iptv.4666888.xyz/iptv2A.php?id=23
MYTV,http://iptv.4666888.xyz/iptv2A.php?id=24
TVB1,http://iptv.4666888.xyz/iptv2A.php?id=25
TVBJ1,http://iptv.4666888.xyz/iptv2A.php?id=26
凤凰中文,http://iptv.4666888.xyz/iptv2A.php?id=27
翡翠台,http://iptv.4666888.xyz/iptv2A.php?id=28
翡翠明珠,http://iptv.4666888.xyz/iptv2A.php?id=29
美亚电影,http://iptv.4666888.xyz/iptv2A.php?id=30
HOY78,http://iptv.4666888.xyz/iptv2A.php?id=31
MYTV1,http://iptv.4666888.xyz/iptv2A.php?id=32
TVB,http://iptv.4666888.xyz/iptv2A.php?id=33
翡翠1,http://iptv.4666888.xyz/iptv2A.php?id=34
TOY77,http://iptv.4666888.xyz/iptv2A.php?id=35
娱乐新闻,http://iptv.4666888.xyz/iptv2A.php?id=36
華艺中文台,http://iptv.4666888.xyz/iptv2A.php?id=37
电影台,http://iptv.4666888.xyz/iptv2A.php?id=39
电影台1,http://iptv.4666888.xyz/iptv2A.php?id=40
澳视澳门,
http://iptv.4666888.xyz/iptv2A.php?id=41
靖洋戏剧台,http://iptv.4666888.xyz/iptv2A.php?id=42
非凡新闻,http://iptv.4666888.xyz/iptv2A.php?id=44
龍華電影,http://iptv.4666888.xyz/iptv2A.php?id=45
民视综艺,http://iptv.4666888.xyz/iptv2A.php?id=46
TVBS精采台,http://iptv.4666888.xyz/iptv2A.php?id=47
东森电影HD,http://iptv.4666888.xyz/iptv2A.php?id=48
ELTA综合,http://iptv.4666888.xyz/iptv2A.php?id=49
ROCK,http://iptv.4666888.xyz/iptv2A.php?id=50
台视综合,http://iptv.4666888.xyz/iptv2A.php?id=51
八度空间,http://iptv.4666888.xyz/iptv2A.php?id=52
民视影剧,http://iptv.4666888.xyz/iptv2A.php?id=53
中视经典,http://iptv.4666888.xyz/iptv2A.php?id=54
民视,http://iptv.4666888.xyz/iptv2A.php?id=55
靖天電影台,http://iptv.4666888.xyz/iptv2A.php?id=56
SPOTV2,http://iptv.4666888.xyz/iptv2A.php?id=57
三立戲劇,http://61.221.215.25:8800/hls/41/index.m3u8
ELTA综合,http://iptv.4666888.xyz/iptv2A.php?id=49
RockAction,http://iptv.4666888.xyz/iptv2A.php?id=50
非凡新闻,http://iptv.4666888.xyz/iptv2A.php?id=44
华艺中文台,http://iptv.4666888.xyz/iptv2A.php?id=37
千禧經典,http://iptv.4666888.xyz/iptv2A.php?id=22
RHJ31,http://iptv.4666888.xyz/iptv2A.php?id=23
TVBdrama,http://iptv.4666888.xyz/iptv2A.php?id=33
TVBS精采台,http://iptv.4666888.xyz/iptv2A.php?id=47
华视,http://74.91.26.218:82/live/cts.m3u8
中天新闻,http://74.91.26.218:82/live/ztxw.m3u8
中視,http://74.91.26.218:82/live/ctv.m3u8
中視新聞,http://74.91.26.218:82/live/ctvnews.m3u8
中视经典,http://74.91.26.218:82/live/ctvjd.m3u8
中视菁采,http://74.91.26.218:82/live/ctvjc.m3u8
公視1080p,http://74.91.26.218:82/live/pts.m3u8
公视台语台,http://74.91.26.218:82/live/ptsty.m3u8
台視,http://74.91.26.218:82/live/ttv.m3u8
台視新聞,http://74.91.26.218:82/live/ttvnews.m3u8
台视综合,http://74.91.26.218:82/live/ttvzh.m3u8#http://iptv.4666888.xyz/iptv2A.php?id=51
台視財經,http://74.91.26.218:82/live/ttvcj.m3u8
民视,http://74.91.26.218:82/live/ftv.m3u8#http://iptv.4666888.xyz/iptv2A.php?id=55
民视台湾台,http://74.91.26.218:82/live/ftvtw.m3u8
民視第一台,http://74.91.26.218:82/live/ftvdy.m3u8
民视综艺,http://iptv.4666888.xyz/iptv2A.php?id=46
民视影劇,http://iptv.4666888.xyz/iptv2A.php?id=53
八大綜藝台,http://165.154.226.214:50007/li-4gtv-4gtv039/index.m3u8?proxy=true
八大精彩台,http://165.154.226.214:50007/li-4gtv-4gtv034/index.m3u8?proxy=true
TVBS精采台,http://iptv.4666888.xyz/iptv2A.php?id=47
好消息,http://165.154.226.214:50007/of-litv-ftv16/index.m3u8?proxy=true
好消息2台,http://165.154.226.214:50007/of-litv-ftv17/index.m3u8?proxy=true

緯來精彩,https://stream1.freetv.fun/409fbf8e0ec33500b4d76956cca00af9fddacac6dd2f8822f464b089fb583a6b.m3u8
緯來綜合,https://stream1.freetv.fun/541f6094f34e0290077cf0d55df31c49bc148118e6b030fa2165d5c8c35a6d1f.m3u8
DAZN体育1,rtmp://f13h.mine.nu/sat/tv731
DAZN体育2,rtmp://f13h.mine.nu/sat/tv741
龙华经典,http://rihou.cc:555/tv/[Pd]龙华经典
龙华偶像,http://rihou.cc:555/tv/[Pd]龙华偶像
龙华日韩,http://rihou.cc:555/tv/[Pd]龙华日韩

龙华戏剧,http://rihou.cc:555/tv/[Pd]龙华戏剧
天映经典,https://cdn9.163189.xyz/smt1.1.php?id=Celestial2
八度空间1080p,http://rihou.cc:555/tv/[Pd]八度空间
亚洲卫视,https://p2hs.vzan.com/slowlive/821481626725612419/live.m3u8
澳视澳门,https://cdn6.101.qzz.io/163189/asam
澳视Macau,https://cdn6.101.qzz.io/163189/as
澳门综艺,https://cdn6.101.qzz.io/163189/amzy
澳门体育,https://cdn6.101.qzz.io/163189/amty
澳门莲花,https://cdn6.101.qzz.io/163189/amlh
中天新闻,https://v.hystudio.cn:8088/live/yifatv-ztxw02.m3u8

无线新闻台，http://php.jdshipin.com/TVOD/iptv.php?id=tvbxw
无线新闻台，http://php.jdshipin.com:8880/smt.php?id=inews_twn
无线新闻台，http://r.jdshipin.com/CkuBd
TVB无线新闻,http://php.jdshipin.com/TVOD/iptv.php?id=tvbxw
TVB无线新闻,http://rihou.cc:555/tv/[Mt]无线新闻

新时代1,http://194.147.100.173/jsy/p.php/?id=3_DSXE6MQhQwy6TV3qxApw
新时代2,http://194.147.100.173/jsy/p.php/?id=24a3up0nxnU4KZ5HDFstxQ
OMNI2，http://194.147.100.173/jsy/p.php/?id=tFAcGP76pajYH_QoIzkjVw
600国际新闻台，https://live.xinflix.com/Lshape/tracks-v1a1/mono.m3u8
香港焦点新闻78,http://rihou.cc:555/tv/[Mt]焦点新闻
NOW新闻台，https://cdn.163189.xyz/163189/now
NOW新闻台,http://rihou.cc:555/tv/[Mt]Now新闻
现在直播，https://hls.168.us.kg/u/331/stream_0.m3u8?u=ru&p=681cfe61cfaa9b629ef23f51a193b2008a1dfa6345d8a5cf4feeff6af1349b6f&uid=3611753169
NOW财经,http://rihou.cc:555/tv/[Mt]Now财经
现在体育 603，https://yang-1989.eu.org/live/now-630
NowSports2，http://194.147.100.173/jsy/p.php/?id=KhDE7KvHcC3ylcFX-Jf_7w
NowSports3，http://194.147.100.173/jsy/p.php/?id=R6sMzjLwGv4Pm_rK8jBo0w

NowSports7，http://194.147.100.173/jsy/p.php/?id=lOIzI_bWmwkVRqv8I9cjpw
NOW英超1,http://rihou.cc:555/tv/Now英超壹台
NowSports英超2台,http://194.147.100.173/jsy/p.php/?id=2stFT9UmCKcPsM_XciFxIQ
NowSports英超3台,http://194.147.100.173/jsy/p.php/?id=jehV0gyOtiRSYMby1QL_jw
现在高尔夫2，http://194.147.100.173/jsy/p.php/?id=3jUbG4_Po8aPJMlflO4gJw
Now630体育台,http://194.147.100.173/jsy/p.php/?id=Y7GLIE5NxvtEXOwuOowIWA
NOW 641NBA，http://rihou.cc:555/tv/Now641NBA
NowSports641，http://194.147.100.173/jsy/p.php/?id=Ig_dD2W55YbMe1oJqX7NAQ

翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn
翡翠台，https://cdn6.163189.xyz/163189/fct4k
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct2
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct3
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct4
TVB翡翠，http://r.jdshipin.com/qrfbg
TVB翡翠，http://r.jdshipin.com/qClQf
TVB Plus，https://vdm6-hw.nbgdsygs.com/live/h6-2.flv
TVB PLUS备3，http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbp
TVB plus备3，https://vdm6-hw.nbgdsygs.com/live/h6-2.flv
TVB星河,http://r.jdshipin.com/Voac4
无线星河,http://rihou.cc:555/tv/[PL]无线星河
TVB星河,http://php.jdshipin.com:8880/smt.php?id=Xinhe
TVB星河,http://r.jdshipin.com/sXuuD
无线星河，http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
无线星河，http://php.jdshipin.com/smt.php?id=Xinhe
